Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
19044467B,GLOVE PF BL NITRILE MD 100/PK,3784.57,43.07,27.0,0.0,2661.92,0.0,0.0,17,0.0,0.0,156.58,0.0,2661.92,17
19046406,DISPOSABLE LIQUID-PROOF GLOVES,1597.8,535,13.0,1392.0,0.0,41.16,3,0.0,2,464.0,0.0,20.58,1433.16,5
19046407,DISPOSABLE LIQUID-PROOF GLOVES,1391.85,535,3.0,1391.85,0.0,0.0,3,0.0,0.0,463.95,0.0,0.0,1391.85,3
19048131,STERLING 9.5 EXAM GLV XS 200PK,2462.36,95.2,12.0,2030.6,0.0,0.0,7,0.0,0.0,290.09,0.0,0.0,2030.6,7
19048132,STERLING 9.5 EXAM GLV SM 200PK,13183.12,95.2,55.0,9930.53,365.59,0.0,32,1,0.0,310.33,365.59,0.0,10296.12,33
19048133,STERLING 9.5 EXAM GLV MD 200PK,24752.25,95.2,96.0,21128.85,1470.64,0.0,65,5,0.0,325.06,294.13,0.0,22599.49,70
19048134,STERLING 9.5 EXAM GLV LG 200PK,9671.18,95.2,91.0,8046.94,658.12,0.0,65,2,0.0,123.8,329.06,0.0,8705.06,67
19048653C,GLV NITR CRITICAL M 100EA/PK,6044.31,96.1,20.0,7196.37,0.0,0.0,22,0.0,0.0,327.11,0.0,0.0,7196.37,22
19048653D,GLV NITR CRITICAL L 100EA/PK,2229.82,96.1,6.0,2229.82,0.0,0.0,6,0.0,0.0,371.64,0.0,0.0,2229.82,6
19050080C,GLV PF TX LATEX EXAM M 100/PK,1714.99,25.07,25.0,250.7,268.75,0.0,1,5,0.0,250.7,53.75,0.0,519.45,6
19050550B,GLV NTRL EXM FB ALOE MD 100/PK,3218.97,29,39.0,645.04,377.0,0.0,10,4,0.0,64.5,94.25,0.0,1022.04,14
19050550C,GLV NTRL EXM FB ALOE LG 100/PK,3900.83,29,30.0,601.21,1227.95,0.0,7,9,0.0,85.89,136.44,0.0,1829.16,16
19050550D,GLV NTRL EXM FB ALOE XL 100/PK,1234.13,29,11.0,300.24,580.0,0.0,3,2,0.0,100.08,290.0,0.0,880.24,5
19050591,STERLING XTRA EXAM S 100PK,3196.02,92.26,17.0,3196.02,0.0,0.0,17,0.0,0.0,188.0,0.0,0.0,3196.02,17
19050592,STERLING XTRA EXAM M 100PK,8077.23,92.26,24.0,7262.18,0.0,815.05,23,0.0,1,315.75,0.0,815.05,8077.23,24
19050593,STERLING XTRA EXAM L 100PK,2826.28,92.26,11.0,1998.06,0.0,828.22,10,0.0,1,199.81,0.0,828.22,2826.28,11
19051314A,GLV NITRILE PF BLU SML 50/PKG,3001.11,29.99,22.0,197.56,0.0,0.0,3,0.0,0.0,65.85,0.0,0.0,197.56,3
19051314B,GLV NITRILE PF BLU MED 50/PK,1905.48,29.99,19.0,606.67,840.56,71.55,8,4,5,75.83,210.14,14.31,1518.78,17
19051314C,GLV NITRILE PF BLU LRG 50/PK,1621.38,29.99,8.0,167.19,1576.08,0.0,1,6,0.0,167.19,262.68,0.0,1743.27,7
19057476,COV KIMPURE A5 STRL MD 25/CS,1823.68,888.5,7.0,1823.68,0.0,0.0,7,0.0,0.0,260.53,0.0,0.0,1823.68,7
19057490,COV KIMPURE A5 STRL LG 25/CS,1418.8,888.5,5.0,1418.8,0.0,0.0,5,0.0,0.0,283.76,0.0,0.0,1418.8,5
19057491,COV KIMPURE A5 STRL XL 25/CS,1823.68,888.5,7.0,1823.68,0.0,0.0,7,0.0,0.0,260.53,0.0,0.0,1823.68,7
19057492,COV KIMPURE A5 STRL 2X 25/CS,2109.45,929.5,5.0,257.75,1851.7,0.0,1,4,0.0,257.75,462.93,0.0,2109.45,5
19057493,COV KIMPURE A5 STRL 3X 25/CS,1583.25,983,6.0,814.74,0.0,0.0,3,0.0,0.0,271.58,0.0,0.0,814.74,3
19065350,PHRMPLY MOPHD 15IN LONG 24/CS,10266.06,630,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19065787,WYPALL L30 ECONOMIZER QF1080CS,2216.11,127.3,44.0,2048.83,0.0,0.0,41,0.0,0.0,49.97,0.0,0.0,2048.83,41
19067054,TYVEK TY350 PANTS LG 50/CS,2336.16,321.35,12.0,2336.16,0.0,0.0,12,0.0,0.0,194.68,0.0,0.0,2336.16,12
19068439,HEAD COVER NON WVN 21IN 1000CS,2346.68,344,10.0,0.0,0.0,2346.68,0.0,0.0,10,0.0,0.0,234.67,2346.68,10
19072338,9210PL 37192 PARTRESP N95,10163.67,374.5,42.0,3140.41,484.91,4613.01,13,2,19,241.57,242.46,242.79,8238.33,34
19072339,1870 HC RESPSURG MASK N95 CS,12799.1,871.5,23.0,7789.56,2780.02,0.0,14,5,0.0,556.4,556.0,0.0,10569.58,19
19085494,UVEX FOG ELIMINATOR PLUS CLOTH,2212.8,103.1,3.0,2212.8,0.0,0.0,3,0.0,0.0,737.6,0.0,0.0,2212.8,3
19085544,PA700 PAPR KIT DECON PA101M TF,1469.16,957.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19085597,STERILE EYEWASH BOTTLES-32 OZ,1328.24,214.01,12.0,1328.24,0.0,0.0,12,0.0,0.0,110.69,0.0,0.0,1328.24,12
19087002,DF300 FLATFOLD N95 50/BX,2601.17,70.92,21.0,363.4,38.41,2199.36,8,1,12,45.42,38.41,183.28,2601.17,21
19102731,12 B461 BLK ON WHT1EA,3567.08,65.6,110.0,2488.64,581.76,108.84,77,18,3,32.32,32.32,36.28,3179.24,98
19102825,BMP.21-LAB LABEL PRINTER KIT,1413.58,382,6.0,0.0,688.35,495.78,0.0,3,2,0.0,229.45,247.89,1184.13,5
1910765,MARBLE SLAB,1584.66,676.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19109223,THT-156-492-1.5-SC 1500RL,3108.96,391,14.0,3108.96,0.0,0.0,14,0.0,0.0,222.07,0.0,0.0,3108.96,14
1911477,INLAB MICRO ELECTRODE,1607.67,419.1,5.0,1307.88,0.0,0.0,4,0.0,0.0,326.97,0.0,0.0,1307.88,4
191202399D,KLGRDXP CVRL ZIP W/A XL25CS,5462.46,397,48.0,5462.46,0.0,0.0,48,0.0,0.0,113.8,0.0,0.0,5462.46,48
191202399E,KLGRDXP CVRL ZIP W/A 2X 25CS,1758.3,397,15.0,1758.3,0.0,0.0,15,0.0,0.0,117.22,0.0,0.0,1758.3,15
191202399F,KLGRDXP CVRL ZIP W/A 3X 25CS,2326.32,416,18.0,2326.32,0.0,0.0,18,0.0,0.0,129.24,0.0,0.0,2326.32,18
191202404B,KLGRDXP LBCT 2PKT MD 30CS,4287.02,404,37.0,4287.02,0.0,0.0,37,0.0,0.0,115.87,0.0,0.0,4287.02,37
191202404C,KLGRDXP LBCT 2PKT LG 30CS,3984.96,404,36.0,3984.96,0.0,0.0,36,0.0,0.0,110.69,0.0,0.0,3984.96,36
191202404D,KLGRDXP LBCT 2PKT XL 30CS,3789.31,404,38.0,3789.31,0.0,0.0,38,0.0,0.0,99.72,0.0,0.0,3789.31,38
191202433,WIPERS VERSAWIPE 9X9 300PK,2723.42,56.63,10.0,2723.42,0.0,0.0,10,0.0,0.0,272.34,0.0,0.0,2723.42,10
191203010B,GLV PF NEOPREN EXAM SM 100PK,4566.81,39.99,22.0,0.0,799.8,3520.83,0.0,2,19,0.0,399.9,185.31,4320.63,21
191203010C,GLV PF NEOPREN EXAM MD 100PK,4443.71,39.99,26.0,0.0,1045.98,3397.73,0.0,12,14,0.0,87.17,242.69,4443.71,26
191203010D,GLV PF NEOPREN EXAM LG 100PK,2048.13,39.99,12.0,0.0,0.0,2008.65,0.0,0.0,10,0.0,0.0,200.87,2008.65,10
191203021,SLEEVE STRL BLUE 60CS,1448.04,236,10.0,0.0,1563.04,0.0,0.0,11,0.0,0.0,142.09,0.0,1563.04,11
19120476,TOWEL SCOTT MULTI-FOLD 4000/CS,2825.33,110.87,59.0,1076.25,205.21,319.14,21,7,7,51.25,29.32,45.59,1600.6,35
19120822,WIPE ECOCLOTH C/P 9X9 3600CS,5814.48,44.15,20.0,0.0,0.0,5814.48,0.0,0.0,20,0.0,0.0,290.72,5814.48,20
19121069,SHOECVR PP BL XL 50PR/PK,6365.2,84.2,42.0,6255.2,0.0,0.0,40,0.0,0.0,156.38,0.0,0.0,6255.2,40
19122830,PIP MAT 18X45 30L 8/CS,1276.25,403,5.0,0.0,0.0,1276.25,0.0,0.0,5,0.0,0.0,255.25,1276.25,5
1912346,FIVEEASY F20-STANDARD KIT,5267.36,797.5,10.0,2085.53,504.62,556.08,6,1,1,347.59,504.62,556.08,3146.23,8
19125822,CLNRM TACKYMAT BL 60LAYER 4CS,2225.09,557.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191300877,GL 7MIL 12IN DRMSHLD 7 200CS,1189.39,863.5,3.0,0.0,0.0,1189.39,0.0,0.0,3,0.0,0.0,396.46,1189.39,3
191300879,GL 7MIL 12IN DRMSHLD 8 200CS,4757.56,863.5,12.0,0.0,0.0,4757.56,0.0,0.0,12,0.0,0.0,396.46,4757.56,12
191300880,GL 7MIL 12IN DRMSHLD 8.5 200CS,1189.39,863.5,3.0,0.0,0.0,1189.39,0.0,0.0,3,0.0,0.0,396.46,1189.39,3
191300881,GL 7MIL 12IN DRMSHLD 9 200CS,1555,863.5,4.0,0.0,0.0,2378.78,0.0,0.0,6,0.0,0.0,396.46,2378.78,6
191301346,WIPE STERILESORB 9X9 150/PK,1978.29,89.2,6.0,1978.29,0.0,0.0,6,0.0,0.0,329.71,0.0,0.0,1978.29,6
191301498,SHOECVR AQTRK BTFLY UNIV 150CS,3340.27,122.7,41.0,3340.27,0.0,0.0,41,0.0,0.0,81.47,0.0,0.0,3340.27,41
191301597B,FB NITRILE GLV PF LF S 100/PK,28887.43,29.37,383.0,4914.72,10428.15,6097.01,84,105,61,58.51,99.32,99.95,21439.88,250
191301597C,FB NITRILE GLV PF LF M 100/PK,50022.29,29.37,495.0,10992.66,17731.11,9677.28,119,140,76,92.38,126.65,127.33,38401.05,335
191301597D,FB NITRILE GLV PF LF L 100/PK,35538.14,29.37,347.0,9257.52,15023.38,6098.07,104,99,50,89.01,151.75,121.96,30378.97,253
191301597E,FB NITRILE GLV PF LF XL 100PK,11527.74,29.37,153.0,2766.76,6141.32,1952.73,38,55,21,72.81,111.66,92.99,10860.81,114
191303610,ISOGOWN YEL SZ XL 50/CS,1344.71,87,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191303616,FACEMASK EARLOOPS 500/CS,7147.4,49.06,201.0,39.4,0.0,0.0,1,0.0,0.0,39.4,0.0,0.0,39.4,1
191304181,MASK EAR LOOPS BLUE 500/CS,4319.08,187.3,51.0,451.2,107.41,0.0,3,2,0.0,150.4,53.7,0.0,558.61,5
19133863,CHROME WIRESHELF 18 X48,1511.38,199.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19138575,SHOE CVR EPIC BLUE CPE 300CS,1651.1,74.9,35.0,1651.1,0.0,0.0,35,0.0,0.0,47.17,0.0,0.0,1651.1,35
19140388,BMP51 PRTR BATTRY PK AC ADPTR,1629.19,664,4.0,423.13,402.02,804.04,3,1,2,141.04,402.02,402.02,1629.19,6
19140586,LABELB33B492WHT 0.375 X 1,2313.21,219.5,18.0,2049.79,0.0,0.0,16,0.0,0.0,128.11,0.0,0.0,2049.79,16
19140763,LABELB33 B492 WHT 1 X 1.9,1529.99,335,7.0,1529.99,0.0,0.0,7,0.0,0.0,218.57,0.0,0.0,1529.99,7
19140939,FB 6.5 GAL CHEMICAL SPILL KIT,1436.37,164.8,23.0,211.5,423.72,59.25,3,6,1,70.5,70.62,59.25,694.47,10
19149857A,GLV CRIT STER NITSZ6.5 200PRCS,3027.92,846.94,7.0,3027.92,0.0,0.0,7,0.0,0.0,432.56,0.0,0.0,3027.92,7
19149857B,GLV CRIT STER NITSZ7 200PR/CS,3460.48,846.94,8.0,3460.48,0.0,0.0,8,0.0,0.0,432.56,0.0,0.0,3460.48,8
19149857C,GLV CRIT STER NITSZ7.5 200PRCS,1730.24,846.94,4.0,1730.24,0.0,0.0,4,0.0,0.0,432.56,0.0,0.0,1730.24,4
19149863,EXAMGLV NITR 9.5 SZXS 100EA/PK,3728.03,70.21,55.0,487.08,473.47,0.0,9,9,0.0,54.12,52.61,0.0,960.55,18
19149863A,EXAMGLV NITR 9.5 SZ S 100EA/PK,41673.45,70.21,348.0,10314.61,6054.43,3438.92,78,29,32,132.24,208.77,107.47,19807.96,139
19149863B,EXAMGLV NITR 9.5 SZ M 100EA/PK,76231.32,70.21,562.0,11589.64,9928.42,4583.97,96,72,25,120.73,137.89,183.36,26102.03,193
19149863C,EXAMGLV NITR 9.5 SZ L 100EA/PK,35584.83,70.21,245.0,6181.37,4754.33,2141.74,29,20,23,213.15,237.72,93.12,13077.44,72
19149863D,EXAMGLV NITR 9.5 SZXL 90/PK,8434.14,70.21,89.0,2993.55,56.54,272.43,28,2,1,106.91,28.27,272.43,3322.52,31
19149864A,EXAMGLV NITR 12IN SZ S 50EAPK,11889.86,94.51,73.0,3483.11,720.9,6238.75,33,3,27,105.55,240.3,231.06,10442.76,63
19149864B,EXAMGLV NITR 12IN SZ M 50EAPK,18670.97,94.51,140.0,4999.69,2343.49,9884.05,74,14,43,67.56,167.39,229.86,17227.23,131
19149864C,EXAMGLV NITR 12IN SZ L 50EAPK,7575.45,94.51,55.0,2909.94,831.89,2353.0,20,8,10,145.5,103.99,235.3,6094.83,38
19149864D,EXAMGLV NITR 12IN SZXL 50EAPK,3622.16,94.51,21.0,859.17,240.3,0.0,10,1,0.0,85.92,240.3,0.0,1099.47,11
191500428,N95 1512N95 MD  160/CS,2004.62,392.23,7.0,375.5,0.0,0.0,1,0.0,0.0,375.5,0.0,0.0,375.5,1
191501554,LAB COAT BLUE SMS MED 30/CS,1210.85,161.5,10.0,0.0,389.04,470.03,0.0,3,4,0.0,129.68,117.51,859.07,7
191501555,LAB COAT BLUE SMS LRG 30/CS,1512.5,161.5,13.0,343.68,389.04,428.0,3,3,4,114.56,129.68,107.0,1160.72,10
19150406,LBL B492 FREEZERBONDZ 1 X.5,2004.04,364.5,9.0,1241.71,0.0,762.33,6,0.0,3,206.95,0.0,254.11,2004.04,9
19150620,RIBBONBMP61R4300BLK2 X75FT,2131.92,51.3,68.0,1708.3,217.42,144.08,55,7,4,31.06,31.06,36.02,2069.8,66
19155124,LBL WHT 1 X25 1 /RL LBL WHT,2219.2,109.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19155136,LBL WHT .60 X1.80 180/RLLBL W,1672.92,117.6,24.0,0.0,1535.2,0.0,0.0,22,0.0,0.0,69.78,0.0,1535.2,22
19155144,LBL WHT .90 X1 180/RLLBL WHT,1323.66,120.8,17.0,1197.3,0.0,0.0,15,0.0,0.0,79.82,0.0,0.0,1197.3,15
19155147,LBL WHT 1 X.5 X.4375 240/RLLB,1199.4,129.9,21.0,670.56,193.14,0.0,12,3,0.0,55.88,64.38,0.0,863.7,15
19160231,CAP SURGEON EASY TIE 600/CS,5786.2,313.5,27.0,4903.0,0.0,0.0,23,0.0,0.0,213.17,0.0,0.0,4903.0,23
19162320,2L MEDIVAC SUCTIN CNSTRS 40CS,1644.74,280.18,11.0,592.44,550.52,0.0,4,3,0.0,148.11,183.51,0.0,1142.96,7
19165470,CLEAR FOAM WASH 1L 6/CS,1843.22,122.3,23.0,1843.22,0.0,0.0,23,0.0,0.0,80.14,0.0,0.0,1843.22,23
19166095,GLV NITRL EXM PF CBLT S 100/PK,11847.85,27.48,123.0,6420.49,414.04,49.74,57,4,3,112.64,103.51,16.58,6884.27,64
19166096,GLV NITRL EXM PF CBLT M 100/PK,14070.36,27.48,191.0,6512.38,1717.38,554.67,61,75,13,106.76,22.9,42.67,8784.43,149
19166097,GLV NITRL EXM PF CBLT L 100/PK,12918.26,27.48,209.0,5436.97,1890.31,4226.8,91,75,20,59.75,25.2,211.34,11554.08,186
19166098,GLV NITRL EXM PF CBLT XL 100PK,3913.67,27.48,82.0,1036.8,1052.11,0.0,26,43,0.0,39.88,24.47,0.0,2088.91,69
19166116,GOWN GENPRO ELAS WRST UNIV,2300,278.5,20.0,0.0,0.0,2300.0,0.0,0.0,20,0.0,0.0,115.0,2300.0,20
19166350,COBALT PF EXAMGLVSZXS/100/DIS,2375.5,27.48,22.0,420.61,0.0,183.29,11,0.0,1,38.24,0.0,183.29,603.9,12
19166634,MASK EARLOOP WHITE 500/CS,3721.62,433,14.0,255.0,0.0,0.0,1,0.0,0.0,255.0,0.0,0.0,255.0,1
19167030A,CMFRT GRP PF L EXM SZ XS 100PK,1220.16,23.98,8.0,793.71,0.0,0.0,6,0.0,0.0,132.28,0.0,0.0,793.71,6
19167030B,CMFRT GRP PF L EXM SZ S 100PK,5622.94,23.98,87.0,3047.81,129.5,244.73,50,10,11,60.96,12.95,22.25,3422.04,71
19167030C,CMFRT GRP PF L EXM SZ M 100PK,4675.84,23.98,70.0,1821.8,768.82,137.12,19,29,1,95.88,26.51,137.12,2727.74,49
19167030D,CMFRT GRP PF L EXAM SZ L 100PK,1405.04,23.98,27.0,328.94,215.85,277.1,7,15,1,46.99,14.39,277.1,821.89,23
19167032A,ULTSNSE PF NTRL SZ XS 100PK,1605.41,23,25.0,1073.28,29.58,256.06,14,2,5,76.66,14.79,51.21,1358.92,21
19167032B,ULTSNSE PF NTRL SZ S 100/PK,5438.38,23,51.0,3083.43,28.62,952.86,33,2,5,93.44,14.31,190.57,4064.91,40
19167032C,ULTSNSE PF NITRILE SZ M 100/PK,8230.66,23,80.0,4900.35,620.18,559.1,60,6,2,81.67,103.36,279.55,6079.63,68
19167032D,ULTSNSE PF NITRILE SZ L 100/PK,3982.28,23,36.0,2279.83,147.89,559.1,26,1,2,87.69,147.89,279.55,2986.82,29
19167043,NITRILE EXAM GLV BLU 12 M 50PK,1692.16,26.79,14.0,119.52,0.0,35.28,8,0.0,2,14.94,0.0,17.64,154.8,10
19167070C,GLV NITRL TRANQL WHT MD 100PK,2833.77,22.74,41.0,801.8,1418.06,474.5,7,23,5,114.54,61.65,94.9,2694.36,35
1916716,GLVS NITRILE PF BLK 100PK SM,1365.28,28.71,31.0,272.13,461.52,57.84,8,7,3,34.02,65.93,19.28,791.49,18
1916717,GLVS NITRILE PF BLK 100PK MD,2248.38,28.71,53.0,144.1,609.2,143.91,10,15,9,14.41,40.61,15.99,897.21,34
1916718,GLVS NITRILE PF BLK 100PK LG,1244.53,28.71,22.0,331.66,664.33,31.98,12,4,2,27.64,166.08,15.99,1027.97,18
19167295A,ULTRSN NTL PF SM 100/PK,2889.14,43.07,21.0,1025.34,276.94,0.0,3,1,0.0,341.78,276.94,0.0,1302.28,4
19167295B,ULTRA SENSE PF NTRIL MD 100PK,3310.79,43.07,15.0,1547.79,276.94,0.0,6,1,0.0,257.96,276.94,0.0,1824.73,7
19167302,GLV NTRL PF ULTRFRM SM 300/PK,1462.17,61.39,15.0,701.86,641.57,0.0,4,8,0.0,175.47,80.2,0.0,1343.43,12
19167303,GLV NTRL PF ULTRFRM MD 300/PK.,2073.42,61.39,42.0,1485.64,552.62,35.16,36,5,1,41.27,110.52,35.16,2073.42,42
1916761,GLV NITRILE EXM LNG PF 50PK MD,1450.95,22.97,17.0,435.42,0.0,265.4,7,0.0,1,62.2,0.0,265.4,700.82,8
1916762,GLV NITRILE EXM LNG PF 50PK LG,1326.21,22.97,12.0,509.69,140.44,0.0,7,1,0.0,72.81,140.44,0.0,650.13,8
19168175,3M RESPIRATOR 8200 N95 20/PK,3447.47,22.05,33.0,3249.87,146.86,18.92,26,3,2,124.99,48.95,9.46,3415.65,31
19168430,DSP HAZ WASTE BIN INTERMED CS6,1510.02,109.9,27.0,0.0,370.88,0.0,0.0,12,0.0,0.0,30.91,0.0,370.88,12
19169109,KMTCH A7 CLN LAB COATXL30/CS,1804.25,262.5,12.0,88.64,0.0,0.0,1,0.0,0.0,88.64,0.0,0.0,88.64,1
19169304,GLV NTRL INDSTRL CBLT S 100/PK,2040.52,27.79,31.0,694.5,694.75,550.17,10,7,8,69.45,99.25,68.77,1939.42,25
19169305,GLV NTRL INDSTRL CBLT M 100/PK,2200.23,27.79,50.0,265.45,561.48,668.26,10,4,31,26.54,140.37,21.56,1495.19,45
19169452,KIMTECH PURE G3 NITRL M 1500CS,3216.88,877.48,8.0,0.0,0.0,3216.88,0.0,0.0,8,0.0,0.0,402.11,3216.88,8
19169453,KIMTECH PURE G3 NITRL L 1500CS,2057.25,877.48,5.0,0.0,0.0,2057.25,0.0,0.0,5,0.0,0.0,411.45,2057.25,5
19169867,KMTCH A5 STRL HD W/TIES 100CS,1606.2,884.5,6.0,1606.2,0.0,0.0,6,0.0,0.0,267.7,0.0,0.0,1606.2,6
19169994,GLV BIODGRDBL NTRL PF SM 100PK,5008.65,35.45,145.0,1196.23,0.0,84.55,6,0.0,5,199.37,0.0,16.91,1280.78,11
19169995,GLV BIODGRDBL NTRL PF MD 100PK,8428.72,35.45,194.0,1767.63,163.85,231.86,9,1,3,196.4,163.85,77.29,2163.34,13
19170083,GLV NTRL ACLRTR FREE C100 S,1204.54,694.5,2.0,1204.54,0.0,0.0,2,0.0,0.0,602.27,0.0,0.0,1204.54,2
19170812,SENSATION NTRL EX GLV M 100PK,1632.01,24.26,18.0,580.68,97.83,15.1,9,1,1,64.52,97.83,15.1,693.61,11
19170820,BLU NTRL PF EX GLV S 100PK,3303.04,29.26,39.0,699.27,1226.1,736.31,6,11,5,116.55,111.46,147.26,2661.68,22
19170821,BLU NTRL PF EX GLV M 100PK,5979.31,29.26,114.0,3775.17,1167.65,163.6,76,15,8,49.67,77.84,20.45,5106.42,99
19170822,BLU NTRL PF EX GLV L 100PK,4048.35,29.26,81.0,1653.6,1369.84,490.8,28,17,24,59.06,80.58,20.45,3514.24,69
19170825,ALOE SENSE NTRL GLV S 100/PK,1960.42,28.71,27.0,1172.21,718.61,33.04,10,13,2,117.22,55.28,16.52,1923.86,25
19170826,ALOE SENSE NTRL GLV M 100/PK,3784.23,28.71,30.0,1445.24,1432.32,284.24,9,10,6,160.58,143.23,47.37,3161.8,25
19170827,ALOE SENSE NTRL GLV L 100/PK,1501.58,28.71,12.0,1283.3,0.0,181.72,8,0.0,2,160.41,0.0,90.86,1465.02,10
19170830,SENSATION NTRL GLV PF S 100PK,2015.83,24.26,33.0,1610.76,0.0,151.04,21,0.0,1,76.7,0.0,151.04,1761.8,22
19175540,FHZ612 LOCKABLE CABLE,15100.6,538,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19177521,GLV EXAM PF NIT 2.8ML SM PK250,11113.1,59.35,93.0,4276.68,3585.9,0.0,12,43,0.0,356.39,83.39,0.0,7862.58,55
19181561,65/35 LAB COAT UNISEX S,2379.99,42,117.0,759.34,620.39,148.68,42,15,12,18.08,41.36,12.39,1528.41,69
19181562,65/35 LAB COAT UNISEX M,4454.89,42,142.0,912.16,2826.54,289.41,50,62,19,18.24,45.59,15.23,4028.11,131
19181563,65/35 LAB COAT UNISEX L,4774.47,42,117.0,659.54,3338.72,252.94,36,58,13,18.32,57.56,19.46,4251.2,107
19181564,65/35 LAB COAT UNISEX XL,1516.09,42,81.0,71.52,1569.9,64.42,6,72,4,11.92,21.8,16.11,1705.84,82
19181593,COTTON LAB COAT UNISEX M,1444.78,46,94.0,537.68,201.96,129.5,30,11,9,17.92,18.36,14.39,869.14,50
19181603,FB BLACK NITRILE EXAM GLV S,2204.58,32.18,22.0,625.93,1765.58,0.0,7,13,0.0,89.42,135.81,0.0,2391.51,20
19181604,FB BLACK NITRILE EXAM GLV M,8012.71,32.18,55.0,2931.45,3704.54,816.75,23,30,4,127.45,123.48,204.19,7452.74,57
19181605,FB BLACK NITRILE EXAM GLV L,5889.7,32.18,50.0,2333.39,3165.69,0.0,10,31,0.0,233.34,102.12,0.0,5499.08,41
19181606,FB BLACK NITRILE EXAM GLV XL,2905.2,32.18,20.0,2116.29,788.91,0.0,10,10,0.0,211.63,78.89,0.0,2905.2,20
19181800C,FB DISP FACE SHIELD 144/CS,9576.25,600,45.0,6240.95,589.4,223.2,25,1,1,249.64,589.4,223.2,7053.55,27
19211112,B30 RBN R4300 BLK 4.33 X200FT,1864.2,278.5,13.0,143.4,1003.8,0.0,1,7,0.0,143.4,143.4,0.0,1147.2,8
1922160,OHAUS SCOUT SPX123,2706.06,799.5,6.0,1804.04,451.01,0.0,4,1,0.0,451.01,451.01,0.0,2255.05,5
1922206,ELECTRONIC BALANCE NV422,2567.2,540.5,7.0,801.32,990.48,0.0,2,3,0.0,400.66,330.16,0.0,1791.8,5
1922342,CR621,1475.17,141.1,14.0,99.77,1375.4,0.0,1,13,0.0,99.77,105.8,0.0,1475.17,14
1922400,OHAUS PORT BAL W LCD SCREEN,3149.43,587.5,9.0,2109.87,0.0,0.0,6,0.0,0.0,351.64,0.0,0.0,2109.87,6
1922405,OHAUS PORT BAL W LCD SCREEN,1399.15,325,7.0,1198.02,0.0,201.13,6,0.0,1,199.67,0.0,201.13,1399.15,7
19227005,GLV EXAM IND NITRL S 1000PK/CS,1926.81,195.84,13.0,1036.33,398.28,342.2,9,3,2,115.15,132.76,171.1,1776.81,14
19227007,GLV EXAM IND NITRL L 1000PK/CS,2055.97,55.45,26.0,1609.44,221.8,110.9,19,4,2,84.71,55.45,55.45,1942.14,25
19227010,GLV EXAM BLU NITRL M 1000/CS,1997.67,69.9,27.0,2510.96,353.18,0.0,27,4,0.0,93.0,88.3,0.0,2864.14,31
19276534,GLV CRYO WTR RES 12IN M 1PR,1938.03,232,16.0,158.69,0.0,331.98,1,0.0,3,158.69,0.0,110.66,490.67,4
19321725,TYCHEM DBL BIB RESPIRATOR HOOD,4048.66,57.7,11.0,0.0,0.0,4048.66,0.0,0.0,11,0.0,0.0,368.06,4048.66,11
19365301,EXMGLV CHEMO NTRL ALOE S 100PK,1644.68,70.1,15.0,857.18,0.0,0.0,7,0.0,0.0,122.45,0.0,0.0,857.18,7
19365302,EXMGLV CHEMO NTRL ALOE M 100PK,2620.32,70.1,16.0,1395.0,0.0,100.32,8,0.0,3,174.38,0.0,33.44,1495.32,11
19365303,EXMGLV CHEMO NTRL ALOE L 100PK,2182.5,70.1,16.0,720.0,0.0,450.0,5,0.0,2,144.0,0.0,225.0,1170.0,7
19415147,VESPHENE III ST STERILE ; 1 GA,2013.93,838.01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19415151,SPOR-KLENZ RTU,1278.76,245.66,8.0,1094.88,0.0,0.0,7,0.0,0.0,156.41,0.0,0.0,1094.88,7
19423006,GLVS NITRL FRESTYL XS 100/PK,1420.28,35.7,20.0,1420.28,0.0,0.0,19,0.0,0.0,74.75,0.0,0.0,1420.28,19
19423007,GLVS NITRL FRESTYL SM 100/PK,3586.16,35.7,44.0,3586.16,0.0,0.0,43,0.0,0.0,83.4,0.0,0.0,3586.16,43
19423008,GLVS NITRL FRESTYL MD 100/PK,3624.95,35.7,51.0,3581.95,43.0,0.0,48,2,0.0,74.62,21.5,0.0,3624.95,50
